2025-02-07 09:07:28.331 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-07 09:07:28.331 | INFO     | __main__:<module>:38 - Project root: C:\Projects\buzzline-04-gjrich
2025-02-07 09:07:28.331 | INFO     | __main__:<module>:39 - Data folder: C:\Projects\buzzline-04-gjrich\data
2025-02-07 09:07:28.331 | INFO     | __main__:<module>:40 - Data file: C:\Projects\buzzline-04-gjrich\data\buzz_live.json
2025-02-07 09:07:30.035 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-07 09:07:30.052 | INFO     | __main__:<module>:50 - Project root: C:\Projects\buzzline-04-gjrich
2025-02-07 09:07:30.052 | INFO     | __main__:<module>:54 - Data folder: C:\Projects\buzzline-04-gjrich\data
2025-02-07 09:07:30.052 | INFO     | __main__:<module>:58 - Data file: C:\Projects\buzzline-04-gjrich\data\buzz_live.json
2025-02-07 09:07:30.052 | INFO     | __main__:main:125 - START producer...
2025-02-07 09:07:30.052 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-07 09:07:30.052 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-07 09:07:30.052 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was funny.', 'author': 'Eve'}
2025-02-07 09:07:30.817 | INFO     | __main__:main:155 - START consumer.
2025-02-07 09:07:33.060 | INFO     | __main__:main:134 - {'message': 'I just tried a meme! It was exciting.', 'author': 'Charlie'}
2025-02-07 09:07:33.338 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just tried a meme! It was exciting.', 'author': 'Charlie'}
2025-02-07 09:07:33.338 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-02-07 09:07:33.338 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 1}
2025-02-07 09:07:33.594 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just tried a meme! It was exciting.", "author": "Charlie"}

2025-02-07 09:07:36.062 | INFO     | __main__:main:134 - {'message': 'I just shared a trick! It was boring.', 'author': 'Charlie'}
2025-02-07 09:07:36.109 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just shared a trick! It was boring.', 'author': 'Charlie'}
2025-02-07 09:07:36.109 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-02-07 09:07:36.109 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 2}
2025-02-07 09:07:36.190 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just shared a trick! It was boring.", "author": "Charlie"}

2025-02-07 09:07:39.063 | INFO     | __main__:main:134 - {'message': 'I just found a trick! It was amazing.', 'author': 'Alice'}
2025-02-07 09:07:39.198 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just found a trick! It was amazing.', 'author': 'Alice'}
2025-02-07 09:07:39.198 | INFO     | __main__:process_message:121 - Message received from author: Alice
2025-02-07 09:07:39.198 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 2, 'Alice': 1}
2025-02-07 09:07:39.302 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just found a trick! It was amazing.", "author": "Alice"}

2025-02-07 09:07:42.065 | INFO     | __main__:main:134 - {'message': 'I just tried an app! It was exciting.', 'author': 'Charlie'}
2025-02-07 09:07:42.323 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just tried an app! It was exciting.', 'author': 'Charlie'}
